Adresas,Kaina,Namo numeris:,Plotas:,Sklypo plotas:,Kambarių sk.:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Vanduo:,Įrengimas:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Reklama:,Reklama/pasiūlymas:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Pastato energijos suvartojimo klasė:,Unikalus daikto numeris(RC numeris):
"Kaunas, Vytėnai, Sausinės g., mūrinis namas",399 999 €,,"445,98 m²","11,32 a",7,2,2001,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,Kraštinis sklypasElektraDujosInternetasKabelinė televizijaAsfaltuotas privažiavimas,GaražasTerasa,KondicionieriusSkalbimo mašinaSu baldais,Signalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Kluoniškių k., Bokšto g., mūrinis namas",269 999 €,,305 m²,15 a,6,2,2008,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,Kraštinis sklypasElektraDujosInternetasAsfaltuotas privažiavimas,Garažas,Skalbimo mašinaSu baldais,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Žemieji Šančiai, Drobės g., mūrinio namo dalis",99 500 €,,183 m²,2 a,6,3,2007,Mūrinis,Namo dalis,Dujinis,,Įrengtas,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,,Skalbimo mašinaSu baldais,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Gričiupis, Brolybės g., mūrinis namas",179 000 €,,"79,16 m²","6,18 a",3,1,2023,Mūrinis,Namas (gyvenamasis),"Elektra, geoterminis, aeroterminis, dujinis, kita",Miesto vandentiekis,Dalinė apdaila,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujos,GaražasTerasa,,Aptverta teritorijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aukštieji Šančiai, Hipodromo g., Namo dalis",100 000 €,,108 m²,"5,36 a",4,2,1938,Kita,Namo dalis,Dujinis,,Dalinė apdaila,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Lapių mstl., Upelio g., mūrinis namas",630 000 €,,382 m²,"40,83 a",,3,1993,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Gervėnupio k., Seklyčios g., mūrinis sodo namas",40 000 €,18,68 m²,6 a,3,2,1977,Mūrinis,Sodo namas,Kietu kuru,Vietinis vandentiekis,Įrengtas,Greta miškoElektra,Rūsys,ŠaldytuvasŽidinys,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,500,,
"Kauno r. sav., Užliedžių k., Pienių g., mūrinis sublokuotas namas",199 800 €,30,"129,43 m²",4 a,4,2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Dalinė apdaila,Asfaltuotas privažiavimasElektra,GaražasTerasa,Rekuperacinė sistema,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kauno r. sav., Šakių k., Antanų g., mūrinis namas",249 000 €,,360 m²,16 a,7,2,"1990 statyba, 2010 renovacija",Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasElektraDujos,Garažas,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Amaliai, Medelyno g., mūrinis namas",90 000 €,,"103,08 m²","4,07 a",,2,1962,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru, kita",Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasElektraDujos,Rūsys,Su baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,900,,
"Kauno r. sav., Mitkūnų k., Kranto g., mūrinis namas",177 000 €,,80 m²,"4,5 a",4,1,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,Vietinis vandentiekis,Įrengtas,Kraštinis sklypasGreta miškoElektra,RūbinėTerasa,KondicionieriusŠildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,70,A+,
"Kauno r. sav., Drąseikių k., Vilties g., medinis sodo namas",24 600 €,,"76,06 m²",7 a,2,1,1994,Medinis,Sodo namas,Kita,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Žaliakalnis, Alantos g., mūrinio namo dalis",85 000 €,15,"78,67 m²","3,96 a",4,2,1956,Mūrinis,Namo dalis,Dujinis,Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasElektraDujosInternetas,RūsysŪkiniai pastatai,KondicionieriusSu baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aleksotas, Santarvės g., mūrinis sublokuotas namas",118 000 €,,54 m²,"1,7 a",,1,2024,Mūrinis,Sublokuotas namas,Dujinis,,Dalinė apdaila,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aleksotas, Santarvės g., mūrinis sublokuotas namas",139 000 €,,54 m²,"1,7 a",,1,2024,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aleksotas, Dvarų g., mūrinis sublokuotas namas",173 000 €,49K,78 m²,"3,7 a",,1,2024,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Noreikiškių k., Aušros g., mūrinis namas",99 000 €,20,446 m²,9 a,,2,1996,Mūrinis,Namas (gyvenamasis),"Dujinis, kita",Miesto vandentiekis,Nebaigtas statyti,Asfaltuotas privažiavimasElektraDujos,GaražasRūsys,,,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Smiltynų I k., Volungės g., karkasinis namas",499 000 €,,"210,43 m²","65,4 a",5,2,2008,Karkasinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Kumpių k., Vakarų g., mūrinis sublokuotas namas",195 000 €,,116 m²,8 a,4,2,2023,Mūrinis,Sublokuotas namas,Aeroterminis,,Dalinė apdaila,,Garažas,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,500,,
"Kauno r. sav., Naujatriobių k., Pakalnės g., mūrinis sodo namas",49 900 €,,83 m²,"9,37 a",,2,"1989 statyba, 2023 renovacija",Mūrinis,Sodo namas,"Kietu kuru, kita",,Dalinė apdaila,Elektra,Garažas,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,30,,
"Kauno r. sav., Ginėnų k., Tako g., monolitinis namas",140 000 €,4A,80 m²,"3,56 a",,1,2023,Monolitinis,Namas (gyvenamasis),Saulės energija,,Dalinė apdaila,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Naujųjų Muniškių k., Lauko g., karkasinis namas",133 000 €,,80 m²,5 a,4,1,2022,Karkasinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Dalinė apdaila,Asfaltuotas privažiavimasElektraInternetas,GaražasTerasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A+,
"Kauno r. sav., Altoniškių k., Altoniškių g., mūrinis namas",69 000 €,16,80 m²,22 a,4,1,1965,Mūrinis,Namas (gyvenamasis),Elektra,Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasElektra,Ūkiniai pastatai,Su baldaisŠaldytuvasVirtuvės komplektasViryklė,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,550,,
"Kaunas, Žaliakalnis, Tvirtovės al., rąstinis namas",260 000 €,77,100 m²,5 a,,2,"1929 statyba, 2023 renovacija",Rąstinis,Namas (gyvenamasis),"Centrinis, elektra, dujinis, kita",,Dalinė apdaila,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Naujatriobių k., Pakalnės g., rąstinis sodo namas",24 900 €,,16 m²,6 a,1,1,2009,Rąstinis,Sodo namas,Elektra,Kita,Įrengtas,Elektra,Terasa,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Upė,30,,
"Kauno r. sav., Domeikavos k., Luknės g., mūrinis sublokuotas namas",148 000 €,,90 m²,"2,5 a",4,2,2024,Mūrinis,Sublokuotas namas,Elektra,,Dalinė apdaila,ElektraInternetasKabelinė televizijaAsfaltuotas privažiavimas,Terasa,Kondicionierius,Signalizacija,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kaunas, Aleksotas, Kviečių g., mūrinis sublokuotas namas",199 999 €,,98 m²,4 a,4,1,2023,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Įrengtas,Kraštinis sklypasGreta miškoElektraInternetasKabelinė televizija,,Šildomos grindysRekuperacinė sistema,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kauno r. sav., Didvyrių k., Smėlio g., karkasinis namas",225 000 €,5,121 m²,"4,8 a",4,2,2022,Karkasinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasDujos,Garažas,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovė,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Kuro k., Ūkininkų g., medinė sodyba",12 900 €,,"27,37 m²","6,04 a",1,1,2009,Medinis,Sodyba,Kita,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Garliavos m., Aukštoji g., mūrinis namas",159 000 €,8,"172,19 m²","5,95 a",4,1,1973,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasDujos,GaražasRūsys,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Ringaudų k., Jurginų g., mūrinis namas",250 000 €,,80 m²,"8,5 a",4,1,2020,Mūrinis,Namas (gyvenamasis),Dujinis,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Mastaičių k., Miglės g., mūrinis namas",249 000 €,,"192,68 m²","11,4 a",,2,2007,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aleksotas, Balbieriškio g., mūrinis sublokuotas namas",230 000 €,,"101,13 m²","2,5 a",,2,2023,Mūrinis,Sublokuotas namas,Geoterminis,Miesto vandentiekis,Įrengtas,Kraštinis sklypasElektraInternetasKabelinė televizija,Rūbinė,KondicionieriusPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,200,A+,
"Kauno r. sav., Neveronių k., Šlamučių g., mūrinis namas",225 000 €,6,"264,54 m²",18 a,6,2,1992,Mūrinis,Namas (gyvenamasis),Kietu kuru,Miesto vandentiekis,Įrengtas,Elektra,GaražasTerasa,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Pagirių k., Apynio g., mūrinis namas",195 000 €,99,"154,22 m²","7,9 a",,2,"2009 statyba, 2021 renovacija",Mūrinis,Namas (gyvenamasis),Kietu kuru,Artezinis,Įrengtas,ElektraInternetas,GaražasRūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Pagirių k., Apynio g., mūrinis namas",199 900 €,99,"154,22 m²","7,9 a",,2,"2009 statyba, 2021 renovacija",Mūrinis,Namas (gyvenamasis),Kietu kuru,"Artezinis, šulinys",Įrengtas,ElektraInternetas,GaražasTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Sausinės k., Narcizų g., Sodo namas",49 999 €,12,46 m²,6 a,,1,1989,Kita,Sodo namas,"Elektra, dujinis",,Įrengtas,ElektraDujosInternetas,Terasa,Su baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Ringaudų k., Savanorių g., mūrinis sublokuotas namas",180 000 €,20,"110,24 m²",6 a,4,2,2024,Mūrinis,Sublokuotas namas,Aeroterminis,Miesto vandentiekis,Dalinė apdaila,ElektraInternetas,,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,SignalizacijaŠarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kauno r. sav., Garliavos m., Ąžuolų g., mūrinis namas",230 000 €,,"187,37 m²",7 a,5,1,2007,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūbinėTerasa,KondicionieriusŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Domeikavos k., Pavasario g., mūrinis namas",69 000 €,,209 m²,"5,2 a",8,3,1978,Mūrinis,Namas (gyvenamasis),Kietu kuru,,Kita,,,,,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Akademijos mstl., Suopių g., mūrinis namas",310 000 €,,"134,41 m²","7,03 a",4,1,2023,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Dalinė apdaila,Kraštinis sklypasAsfaltuotas privažiavimasElektra,,,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Vijūkų k., Liucijanavos g., mūrinis namas",380 000 €,,"134,56 m²","7,4 a",4,1,2018,Mūrinis,Namas (gyvenamasis),Dujinis,Miesto vandentiekis,Įrengtas,Asfaltuotas privažiavimasElektraInternetas,BaseinasGaražasPirtisRūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Šilainiai, Josvainių g., mūrinis namas",159 900 €,10A,"187,2 m²","7,6 a",,1,2023,Mūrinis,Namas (gyvenamasis),Aeroterminis,Miesto vandentiekis,Nebaigtas statyti,Asfaltuotas privažiavimasElektra,Garažas,,Aptverta teritorijaŠarvuotos durys,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kaunas, Žaliakalnis, Šermuonėlių g., mūrinis namas",395 000 €,,"436,69 m²",6 a,,4,1992,Mūrinis,Namas (gyvenamasis),Centrinis,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aleksotas, Lygioji g., mūrinio namo dalis",89 900 €,7A,"205,8 m²","4,5 a",,2,1997,Mūrinis,Namo dalis,Dujinis,,Neįrengtas,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Akademijos mstl., Skroblų g., mūrinis namas",475 000 €,,122 m²,"9,49 a",,1,2017,Mūrinis,Namas (gyvenamasis),Kita,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Aleksotas, Laimės g., mūrinio namo dalis",70 000 €,28,130 m²,"4,92 a",5,2,1938,Mūrinis,Namo dalis,"Centrinis, kietu kuru","Artezinis, miesto vandentiekis",Įrengtas,Greta miškoAsfaltuotas privažiavimasElektra,Rūsys,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Kačerginės mstl., Nemuno g., mūrinis sublokuotas namas",395 000 €,,155 m²,"4,19 a",4,2,2021,Mūrinis,Sublokuotas namas,Dujinis,,Įrengtas,Asfaltuotas privažiavimasElektraDujosInternetas,Terasa,,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A+,
"Kauno r. sav., Kačerginės mstl., Nemuno g., mūrinis sublokuotas namas",355 000 €,,155 m²,"4,19 a",4,2,2021,Mūrinis,Sublokuotas namas,Dujinis,,Dalinė apdaila,ElektraDujosInternetasAsfaltuotas privažiavimas,Terasa,,Šarvuotos durys,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kauno r. sav., Grabavos k., mūrinis namas",95 000 €,,"144,83 m²",200 a,4,1,1989,Mūrinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Seniavos k., Titnago g., mūrinis namas",480 000 €,,"206,84 m²","17,46 a",5,2,2009,Mūrinis,Namas (gyvenamasis),Geoterminis,,Įrengtas,Kraštinis sklypasElektraAsfaltuotas privažiavimas,PirtisTerasa,KondicionieriusSkalbimo mašinaSu baldais,SignalizacijaŠarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Palemonas, Marių g., mūrinis namas",500 000 €,,"164,6 m²","12,15 a",5,1,2024,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A++,
"Kauno r. sav., Kulautuvos mstl., Akmenos g., mūrinis namas",175 000 €,13,"158,46 m²","5,2 a",5,2,"1983 statyba, 2009 renovacija",Mūrinis,Namas (gyvenamasis),Kietu kuru,,Įrengtas,Elektra,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Upė,,,
"Kauno r. sav., Šilelio k., Vlado Dautarto g., mūrinis namas",875 000 €,,"476,51 m²","14,98 a",,3,"1993 statyba, 2022 renovacija",Mūrinis,Namas (gyvenamasis),"Centrinis, aeroterminis",Vietinis vandentiekis,Įrengtas,Kraštinis sklypasAsfaltuotas privažiavimas,BaseinasGaražasPirtisRūsysŪkiniai pastataiTerasa,,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Upė,500,,
"Kauno r. sav., Domeikavos k., Kaštonų g., mūrinis namas",159 900 €,,296 m²,16 a,6,2,1980,Mūrinis,Namas (gyvenamasis),Dujinis,,Kita,ElektraDujosAsfaltuotas privažiavimas,Garažas,,,Pastatyti naujus namus padėsprofesionalūs statybininkaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Sausinės k., Liepų g., karkasinis sodo namas",23 000 €,,35 m²,6 a,3,1,2010,Karkasinis,Sodo namas,Dujinis,,Įrengtas,ElektraAsfaltuotas privažiavimas,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kaunas, Vaišvydava, Tursono g., mūrinio namo dalis",165 000 €,,164 m²,"7,5 a",4,1,1982,Mūrinis,Namo dalis,Dujinis,,Įrengtas,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,Garažas,Skalbimo mašinaSu baldais,Šarvuotos durys,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Garliavos m., Gedimino g., mūrinis namas",368 000 €,,"193,69 m²","12,14 a",,2,2009,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",,Įrengtas,,,,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Raudondvario k., Dobilų g., mūrinis namas",220 000 €,10,"262,2 m²",15 a,6,2,2005,Mūrinis,Namas (gyvenamasis),Kietu kuru,Miesto vandentiekis,Įrengtas,Kraštinis sklypasAsfaltuotas privažiavimasElektraInternetasKabelinė televizija,GaražasRūsys,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėIndaplovė,Aptverta teritorija,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,
"Kauno r. sav., Tauralaukio k., Pelėdų g., mūrinis sodo namas",36 500 €,10,65 m²,6 a,3,2,2005,Mūrinis,Sodo namas,Kietu kuru,Šulinys,Įrengtas,Asfaltuotas privažiavimasElektra,Rūsys,Su baldaisŠaldytuvas,,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,Tvenkinys,50,,
"Kauno r. sav., Ringaudų k., Gėlių g., mūrinis namas",220 000 €,,"126,06 m²","4,5 a",4,2,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,ElektraAsfaltuotas privažiavimas,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A+,
"Kauno r. sav., Ringaudų k., Gėlių g., mūrinis namas",220 000 €,,"126,06 m²","4,61 a",4,2,2022,Mūrinis,Namas (gyvenamasis),Aeroterminis,,Dalinė apdaila,ElektraAsfaltuotas privažiavimas,,,,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,A+,
