Adresas,Kaina,Namo numeris:,Plotas:,Sklypo plotas:,Aukštų sk.:,Metai:,Pastato tipas:,Namo tipas:,Šildymas:,Įrengimas:,Reklama:,Reklama/pasiūlymas:,Kambarių sk.:,Vanduo:,Artimiausias vandens telkinys:,Iki vandens telkinio (m):,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Pastato energijos suvartojimo klasė:,Unikalus daikto numeris(RC numeris):
"Šiaulių r. sav., Linartų k., Smėlio g., mūrinis sodo namas",23 000 €,8,"72,24 m²","6,1 a",1,1989,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Ginkūnų k., Ajerų g., mūrinis namas",239 800 €,10,"106,2 m²","7,88 a",1,2022,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Miesto vandentiekis,Ežeras,,Asfaltuotas privažiavimasElektraDujos,Terasa,ŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiRekuperacinė sistema,,,
"Šiauliai, Bačiūnai, Vaivorykštės Sodų 2-oji g., mūrinis sodo namas",195 000 €,,"108,72 m²","12,4 a",2,"2005 statyba, 2018 renovacija",Mūrinis,Sodo namas,"Elektra, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,Šulinys,Tvenkinys,,ElektraInternetas,GaražasPirtisRūsysŪkiniai pastataiTerasa,Skalbimo mašinaŠaldytuvasŠildomos grindysVirtuvės komplektasIndaplovė,Aptverta teritorijaSignalizacijaVaizdo kameros,,
"Šiaulių r. sav., Vinkšnėnų k., Sekvojų g., mūrinis namas",165 000 €,,143 m²,9 a,1,2023,Mūrinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,3,Šulinys,,,Kraštinis sklypasAsfaltuotas privažiavimasElektra,GaražasRūbinėTerasa,Plastikiniai vamzdžiaiRekuperacinė sistema,Šarvuotos durys,,
"Šiaulių r. sav., Kuršėnų m., Žalgirio g., mūrinis namas",69 900 €,10,"190,73 m²","13,23 a",2,2016,Mūrinis,Namas (gyvenamasis),Kita,Neįrengtas,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,6,Miesto vandentiekis,,,Asfaltuotas privažiavimasElektraDujos,Garažas,,Aptverta teritorijaŠarvuotos durys,,
"Šiaulių r. sav., Pašvinių k., Miško g., mūrinis sodo namas",22 900 €,,"62,11 m²","6,42 a",1,1990,Mūrinis,Sodo namas,Kietu kuru,Neįrengtas,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,Vietinis vandentiekis,,,Kraštinis sklypasGreta miškoElektra,Rūsys,Plastikiniai vamzdžiai,,,
"Šiauliai, Bačiūnai, Pumpuro Sodų 3-oji g., mūrinis namas",193 000 €,,"160,88 m²","6,3 a",2,2014,Mūrinis,Namas (gyvenamasis),"Elektra, dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,Šulinys,Tvenkinys,20,,,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,,
"Šiaulių r. sav., Raizgių k., Kalnelio g., mūrinis sodo namas",33 000 €,46,"118,55 m²","8,3 a",2,1990,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Kuršėnų m., Žalioji g., mūrinis namas",75 000 €,20A,157 m²,"5,7 a",2,1980,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,7,"Miesto vandentiekis, šulinys",Upė,250,Greta miškoElektraDujos,GaražasRūsysŪkiniai pastatai,Su baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,,
"Šiaulių r. sav., Raizgių k., Genupio g., mūrinis namas",88 000 €,,"152,42 m²",11 a,1,2024,Mūrinis,Namas (gyvenamasis),Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,4,,,,,,,,,
"Šiauliai, Rėkyva, Lelijos Sodų 14-oji g., rąstinis sodo namas",39 900 €,,"80,58 m²","8,12 a",1,2019,Rąstinis,Sodo namas,Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,3,Šulinys,Tvenkinys,500,,,Virtuvės komplektasPlastikiniai vamzdžiai,,,
"Šiaulių r. sav., Vinkšnėnų k., Lakštingalų g., mūrinis namas",174 000 €,13,"119,86 m²","8,42 a",1,2021,Mūrinis,Namas (gyvenamasis),Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Centras, Žemkalnio g., mūrinis namas",169 000 €,,"344,4 m²","10,89 a",2,1980,Mūrinis,Namas (gyvenamasis),Centrinis kolektorinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,6,,,,,,,,,
"Šiaulių r. sav., Skačių k., Sodžiaus g., rąstinis namas",25 000 €,,"75,79 m²",58 a,2,1968,Rąstinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,Šulinys,Tvenkinys,800,Elektra,GaražasRūsysŪkiniai pastatai,Su baldaisŠaldytuvasViryklė,,,
"Šiaulių r. sav., Toliočių k., Rožių g., mūrinis sodo namas",39 900 €,,59 m²,"6,7 a",1,1990,Mūrinis,Sodo namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Bačiūnai, Žibutės Sodų 2-oji g., mūrinis namas",104 900 €,,148 m²,"6,12 a",2,1989,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,,,,,,,,,
"Šiauliai, Rėkyva, Ramunės Sodų 6-oji g., mūrinis sodo namas",44 500 €,,65 m²,6 a,2,1973,Mūrinis,Sodo namas,"Kietu kuru, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,2,"Šulinys, vietinis vandentiekis",Tvenkinys,500,Asfaltuotas privažiavimasElektraDujos,RūsysTerasa,Su baldaisŠaldytuvasVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,F,
"Šiaulių r. sav., Raizgių k., Audros g., mūrinis namas",200 000 €,17,"162,35 m²","9,92 a",1,2019,Mūrinis,Namas (gyvenamasis),Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,Kita,Tvenkinys,300,ElektraInternetasKabelinė televizija,GaražasTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacija,,
"Šiauliai, Žaliūkiai, Žaliūkių g., mūrinis namas",625 000 €,95,"337,54 m²","15,06 a",2,2008,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,6,Miesto vandentiekis,,,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūbinėTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durysVaizdo kameros,,
"Šiauliai, Medelynas, Eglyno g., mūrinis sublokuotas namas",97 000 €,24,"239,79 m²",6 a,2,1993,Mūrinis,Sublokuotas namas,"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Centras, Birutės g., mūrinis namas",175 000 €,30B,"245,81 m²","5,63 a",2,2005,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,7,Miesto vandentiekis,,,Asfaltuotas privažiavimasElektraDujosInternetas,GaražasPirtisRūsys,KondicionieriusSkalbimo mašinaSu baldaisŠildomos grindysVirtuvės komplektasŽidinys,Aptverta teritorijaSignalizacijaVaizdo kameros,,
"Šiauliai, Žaliūkiai, Paukščių tak., mūrinis sublokuotas namas",289 000 €,6,"101,49 m²","0,2 a",2,2021,Mūrinis,Sublokuotas namas,Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Miesto vandentiekis,,,Greta miškoAsfaltuotas privažiavimasElektraDujosInternetas,,KondicionieriusSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasPlastikiniai vamzdžiaiIndaplovėRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,,
"Šiauliai, Šimšė, K. Kalinausko g., mūrinis namas",417 000 €,,"191,7 m²","7,59 a",2,2018,Mūrinis,Namas (gyvenamasis),"Elektra, dujinis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,A+,
"Šiauliai, Lieporiai, Luknės g., mūrinis sublokuotas namas",124 000 €,,"89,9 m²","2,31 a",2,2024,Mūrinis,Sublokuotas namas,Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Lieporiai, Lukojaus g., karkasinis namas",179 000 €,,"85,93 m²","3,89 a",2,2011,Karkasinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Vijolių k., Kadagių g., mūrinis sublokuotas namas",165 000 €,,92 m²,2 a,2,2023,Mūrinis,Sublokuotas namas,"Elektra, centrinis kolektorinis, aeroterminis",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Aukštelkės k., Kalno g., mūrinis sublokuotas namas",132 000 €,,"59,84 m²",5 a,1,2020,Mūrinis,Sublokuotas namas,Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,Artezinis,,,,RūbinėTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiRekuperacinė sistema,,,
"Šiaulių r. sav., Gervėnų k., Aronijos g., mūrinis sodo namas",51 800 €,11,"81,59 m²","6,45 a",1,1991,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Kuršėnų m., Žemdirbių a., mūrinis namas",85 500 €,,"212,22 m²","15,79 a",2,1977,Mūrinis,Namas (gyvenamasis),"Kietu kuru, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,"Miesto vandentiekis, šulinys",Upė,500,Asfaltuotas privažiavimasElektra,GaražasPirtisRūsysŪkiniai pastatai,Su baldaisViryklė,Aptverta teritorija,,
"Šiaulių r. sav., Raizgių k., Raudžių g., rąstinis namas",54 000 €,,66 m²,"6,4 a",1,1996,Rąstinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,"Šulinys, vietinis vandentiekis",Tvenkinys,200,Elektra,GaražasŪkiniai pastatai,Su baldaisPlastikiniai vamzdžiai,Aptverta teritorija,,
"Šiaulių r. sav., Drąsučių k., Linų g., mūrinis namas",89 900 €,,"91,49 m²","17,97 a",2,1970,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Voveriškių k., Pakraščio g., karkasinis namas",179 000 €,,"162,94 m²","10,48 a",1,2013,Karkasinis,Namas (gyvenamasis),Aeroterminis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,"Šulinys, vietinis vandentiekis",,,Kraštinis sklypas,Garažas,,,,
"Šiaulių r. sav., Toliočių k., Sodo g., mūrinio namo dalis",36 500 €,,52 m²,3 a,2,1983,Mūrinis,Namo dalis,"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Voveriškių k., Pakraščio g., mūrinis namas",142 000 €,10,190 m²,16 a,2,"1994 statyba, 2012 renovacija",Mūrinis,Namas (gyvenamasis),"Dujinis, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,"Miesto vandentiekis, šulinys",Tvenkinys,50,Kraštinis sklypasElektraDujosInternetasKabelinė televizija,GaražasPirtisRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,,
"Šiaulių r. sav., Šilėnų k., Saulės g., medinis namas",27 900 €,,"70,16 m²","23,24 a",1,1936,Medinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,,,,,,,,,
"Šiauliai, Medelynas, Plungės g., mūrinis namas",74 300 €,,"238,88 m²",8 a,2,1993,Mūrinis,Namas (gyvenamasis),Kietu kuru,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,6,,,,,,,,,
"Šiaulių r. sav., Butkaičių k., Butkaičių g., karkasinė sodyba",49 700 €,14,"63,26 m²",76 a,1,2021,Karkasinis,Sodyba,Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Šimšė, Šakių g., mūrinis sublokuotas namas",154 000 €,,"137,78 m²",1 a,2,2023,Mūrinis,Sublokuotas namas,Dujinis,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,3,Miesto vandentiekis,,,Asfaltuotas privažiavimasElektraDujosInternetas,,Šildomos grindysPlastikiniai vamzdžiai,Signalizacija,,
"Šiauliai, Centras, Rėkyvos g., mūrinio namo dalis",58 000 €,19,74 m²,"6,4 a",1,1933,Mūrinis,Namo dalis,"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Miesto vandentiekis,Tvenkinys,100,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūsysŪkiniai pastatai,Skalbimo mašinaSu baldaisVirtuvės komplektasPlastikiniai vamzdžiai,Aptverta teritorija,,
"Šiauliai, Pabaliai, Žvaigždžių g., mūrinis namas",90 000 €,25,"175,61 m²",6 a,1,1976,Mūrinis,Namas (gyvenamasis),"Centrinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,Miesto vandentiekis,,,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūsys,Skalbimo mašinaSu baldaisŠaldytuvasViryklėPlastikiniai vamzdžiai,Aptverta teritorija,,
"Šiaulių r. sav., Laisvučių k., rąstinė sodyba",170 000 €,,"271,9 m²",230 a,2,1991,Rąstinis,Sodyba,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,6,Šulinys,,,Greta miškoElektra,GaražasPirtisRūsysŪkiniai pastataiTerasa,,,,
"Šiaulių r. sav., Pašvinių k., Saulės g., mūrinis sodo namas",29 200 €,16,"68,97 m²","6,12 a",2,1985,Mūrinis,Sodo namas,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,"Artezinis, vietinis vandentiekis",Ežeras,1 800,Greta miškoAsfaltuotas privažiavimasElektra,RūsysTerasa,ŠaldytuvasViryklė,Aptverta teritorijaVaizdo kameros,,
"Šiauliai, Bačiūnai, Žilvičio Sodų 2-oji g., mūrinis namas",179 000 €,,164 m²,6 a,2,2007,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Centras, Vilniaus g., mūrinė sodyba",76 900 €,,"87,78 m²","29,6 a",2,1932,Mūrinis,Sodyba,Centrinis kolektorinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,,,,,,,,,
"Šiauliai, Gegužiai, mūrinis sublokuotas namas",257 000 €,,80 m²,4 a,1,2023,Mūrinis,Sublokuotas namas,Elektra,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Miesto vandentiekis,,,ElektraInternetasKabelinė televizija,Terasa,Plastikiniai vamzdžiai,,A++,
"Šiaulių r. sav., Pailių k., Šventupio g., mūrinis namas",299 000 €,,188 m²,20 a,1,2013,Mūrinis,Namas (gyvenamasis),"Centrinis, kietu kuru, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Vietinis vandentiekis,,,ElektraDujos,GaražasTerasa,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaVaizdo kameros,B,
"Šiauliai, Centras, V. Kudirkos g., mūrinis namas",255 000 €,119A,"285,86 m²","5,9 a",1,1991,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,7,"Miesto vandentiekis, šulinys",,,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasPirtisRūbinėRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėŽidinysPlastikiniai vamzdžiaiIndaplovė,Aptverta teritorijaSignalizacijaŠarvuotos durys,,
"Šiaulių r. sav., Aukštelkės k., Spindulio g., skydinis namas",139 000 €,,79 m²,8 a,1,2023,Skydinis,Namas (gyvenamasis),Elektra,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Šulinys,,,Kraštinis sklypasAsfaltuotas privažiavimasElektra,Terasa,Šildomos grindysPlastikiniai vamzdžiaiRekuperacinė sistema,Signalizacija,A++,
"Šiaulių r. sav., Aukštelkės k., Dainorėlių g., mūrinis namas",131 000 €,3,"262,77 m²","26,93 a",1,1991,Mūrinis,Namas (gyvenamasis),"Centrinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,"Šulinys, vietinis vandentiekis",Tvenkinys,20,Asfaltuotas privažiavimasElektra,GaražasRūsysŪkiniai pastatai,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,,
"Šiauliai, Bačiūnai, Strazdų g., mūrinis namas",145 000 €,,"344,87 m²","8,22 a",1,1993,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,,,,ElektraDujos,Pirtis,,,,
"Šiaulių r. sav., Sutkūnų k., Sutkūnų g., mūrinio namo dalis",57 000 €,34,"57,81 m²","1,5 a",2,1976,Mūrinis,Namo dalis,Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,3,Šulinys,,,Asfaltuotas privažiavimasElektraDujos,,Skalbimo mašinaŠaldytuvasViryklė,Aptverta teritorija,,
"Šiauliai, Žaliūkiai, Malūno g., mūrinis namas",440 000 €,,"246,74 m²","10,95 a",2,2006,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Medelynas, Lazdynų g., mūrinis namas",114 000 €,48,"248,21 m²","6,1 a",2,1991,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiaulių r. sav., Kuršėnų m., Kaštonų g., karkasinis namas",65 000 €,,"65,57 m²","5,77 a",1,1951,Karkasinis,Namas (gyvenamasis),Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,2,,,,Asfaltuotas privažiavimas,,,Aptverta teritorija,,
"Šiauliai, Bačiūnai, Klevo Sodų 3-oji g., mūrinis namas",150 000 €,,90 m²,6 a,2,2019,Mūrinis,Namas (gyvenamasis),Elektra,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,4,Šulinys,,,,,Su baldaisŠildomos grindysVirtuvės komplektas,Šarvuotos durysVaizdo kameros,B,
"Šiauliai, Medelynas, Sodo g., mūrinis namas",245 000 €,159,"191,16 m²","8,62 a",2,2014,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,"Miesto vandentiekis, šulinys",,,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasPirtisTerasa,KondicionieriusSkalbimo mašinaSu baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasŽidinysPlastikiniai vamzdžiaiRekuperacinė sistema,Aptverta teritorijaSignalizacijaŠarvuotos durys,,
"Šiaulių r. sav., Lieporių k., Mažosios Lietuvos g., mūrinis namas",112 000 €,,165 m²,17 a,2,1970,Mūrinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Centras, Pumpučių g., mūrinis sublokuotas namas",199 000 €,,"129,46 m²","2,9 a",2,2022,Mūrinis,Sublokuotas namas,Kita,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,,,,Asfaltuotas privažiavimasElektraInternetas,Terasa,,Aptverta teritorija,,
"Šiauliai, Šimšė, Vilkaviškio g., mūrinis namas",150 000 €,84,"313,09 m²","7,72 a",2,1995,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,Miesto vandentiekis,,,Asfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūbinėRūsys,Su baldaisŠaldytuvasŠildomos grindysVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorijaŠarvuotos durys,,
"Šiaulių r. sav., Kuršėnų m., Šiltnamio g., mūrinio namo dalis",15 200 €,,"47,35 m²","7,99 a",1,1910,Mūrinis,Namo dalis,Kita,Dalinė apdaila,Įsirengti naujus namus padėsinterjero dizaineriaiiš,Saulės elektrinė Jūsų namui ar butui:,2,,,,,,,,,
"Šiauliai, Pabaliai, Žemynos g., mūrinis namas",249 000 €,80,104 m²,"8,2 a",1,2022,Mūrinis,Namas (gyvenamasis),"Elektra, aeroterminis, kita",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,,,,,,,,,,
"Šiauliai, Medelynas, Troškūnų g., mūrinis namas",140 000 €,30,"184,32 m²","6,94 a",1,1993,Mūrinis,Namas (gyvenamasis),Dujinis,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,6,"Miesto vandentiekis, šulinys",,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujos,GaražasRūsysŪkiniai pastatai,Su baldaisŠaldytuvasŠildomos grindysPlastikiniai vamzdžiai,Aptverta teritorija,F,
"Šiauliai, Centras, Pelikso Bugailiškio g., mūrinis namas",162 000 €,9,90 m²,"5,88 a",1,1990,Mūrinis,Namas (gyvenamasis),"Dujinis, kietu kuru",Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,5,"Miesto vandentiekis, šulinys",,,Kraštinis sklypasAsfaltuotas privažiavimasElektraDujosInternetasKabelinė televizija,GaražasRūbinėRūsysŪkiniai pastataiTerasa,Skalbimo mašinaSu baldaisŠaldytuvasVirtuvės komplektasViryklėPlastikiniai vamzdžiai,Aptverta teritorija,,
"Šiaulių r. sav., Kuršėnų m., Naujoji g., medinis namas",33 000 €,1,65 m²,"4,9 a",1,1924,Medinis,Namas (gyvenamasis),Kietu kuru,Įrengtas,Įsikelti į naujus namus padėsperkraustymo profesionalaiiš,Saulės elektrinė Jūsų namui ar butui:,2,"Miesto vandentiekis, šulinys",Upė,50,Kraštinis sklypasAsfaltuotas privažiavimasElektra,GaražasRūsysŪkiniai pastatai,Su baldaisŠaldytuvasVirtuvės komplektasViryklė,Aptverta teritorija,,
